speaker_id	path	sentence	label	gender	tts	score	pred	score2
7	AFAD_R_00000.wav	AFAD_R_00000	real	female	none	6.5305047035217285	1	0.9999942779541016
20	AFAD_R_00001.wav	AFAD_R_00001	real	female	none	6.463252067565918	1	0.9999945163726807
25	AFAD_R_00002.wav	AFAD_R_00002	real	male	none	5.263248443603516	1	0.9999616146087646
4	AFAD_R_00003.wav	AFAD_R_00003	real	male	none	3.9624948501586914	1	0.9991581439971924
18	AFAD_R_00004.wav	AFAD_R_00004	real	female	none	5.218650817871094	1	0.9999649524688721
8	AFAD_R_00005.wav	AFAD_R_00005	real	male	none	5.035317420959473	1	0.9999277591705322
27	AFAD_R_00006.wav	AFAD_R_00006	real	female	none	4.558990955352783	1	0.9998537302017212
27	AFAD_R_00007.wav	AFAD_R_00007	real	female	none	3.1312625408172607	1	0.9977402687072754
25	AFAD_R_00008.wav	AFAD_R_00008	real	male	none	7.225273609161377	1	0.9999988079071045
6	AFAD_R_00009.wav	AFAD_R_00009	real	male	none	4.3291850090026855	1	0.9997256398200989
14	AFAD_R_00010.wav	AFAD_R_00010	real	male	none	5.6110758781433105	1	0.9999673366546631
9	AFAD_R_00011.wav	AFAD_R_00011	real	male	none	4.83563756942749	1	0.9998974800109863
27	AFAD_R_00012.wav	AFAD_R_00012	real	female	none	6.666298866271973	1	0.9999966621398926
7	AFAD_R_00013.wav	AFAD_R_00013	real	female	none	4.185803413391113	1	0.9996219873428345
18	AFAD_R_00014.wav	AFAD_R_00014	real	female	none	5.020971298217773	1	0.9999306201934814
14	AFAD_R_00015.wav	AFAD_R_00015	real	male	none	5.0394816398620605	1	0.9999310970306396
12	AFAD_R_00016.wav	AFAD_R_00016	real	male	none	4.8757853507995605	1	0.9998841285705566
19	AFAD_R_00017.wav	AFAD_R_00017	real	female	none	3.795706272125244	1	0.9994404911994934
25	AFAD_R_00018.wav	AFAD_R_00018	real	male	none	2.610762596130371	1	0.995377779006958
7	AFAD_R_00019.wav	AFAD_R_00019	real	female	none	3.3890018463134766	1	0.997565746307373
2	AFAD_R_00020.wav	AFAD_R_00020	real	female	none	6.805113315582275	1	0.9999967813491821
27	AFAD_R_00021.wav	AFAD_R_00021	real	female	none	4.529845237731934	1	0.999846339225769
18	AFAD_R_00022.wav	AFAD_R_00022	real	female	none	6.628610610961914	1	0.9999964237213135
17	AFAD_R_00023.wav	AFAD_R_00023	real	male	none	4.489025115966797	1	0.9997254014015198
5	AFAD_R_00024.wav	AFAD_R_00024	real	male	none	4.322062969207764	1	0.9997639060020447
21	AFAD_R_00025.wav	AFAD_R_00025	real	female	none	5.868398666381836	1	0.9999771118164062
25	AFAD_R_00026.wav	AFAD_R_00026	real	male	none	6.503640651702881	1	0.9999926090240479
6	AFAD_R_00027.wav	AFAD_R_00027	real	male	none	4.59674072265625	1	0.9998281002044678
27	AFAD_R_00028.wav	AFAD_R_00028	real	female	none	3.7022058963775635	1	0.9991959929466248
15	AFAD_R_00029.wav	AFAD_R_00029	real	female	none	6.829912185668945	1	0.9999974966049194
21	AFAD_R_00030.wav	AFAD_R_00030	real	female	none	5.7738847732543945	1	0.9999790191650391
13	AFAD_R_00031.wav	AFAD_R_00031	real	male	none	6.296817779541016	1	0.9999946355819702
27	AFAD_R_00032.wav	AFAD_R_00032	real	female	none	3.1268434524536133	1	0.9968340992927551
17	AFAD_R_00033.wav	AFAD_R_00033	real	male	none	5.2187933921813965	1	0.9999450445175171
25	AFAD_R_00034.wav	AFAD_R_00034	real	male	none	6.680469512939453	1	0.9999955892562866
22	AFAD_R_00035.wav	AFAD_R_00035	real	female	none	3.848935842514038	1	0.9994926452636719
27	AFAD_R_00036.wav	AFAD_R_00036	real	female	none	4.4094767570495605	1	0.9997114539146423
5	AFAD_R_00037.wav	AFAD_R_00037	real	male	none	5.613978862762451	1	0.999984622001648
24	AFAD_R_00038.wav	AFAD_R_00038	real	male	none	4.101874828338623	1	0.9994943141937256
27	AFAD_R_00039.wav	AFAD_R_00039	real	female	none	1.5199049711227417	1	0.9501679539680481
14	AFAD_R_00040.wav	AFAD_R_00040	real	male	none	5.207523345947266	1	0.9999679327011108
13	AFAD_R_00041.wav	AFAD_R_00041	real	male	none	3.2733497619628906	1	0.998609185218811
5	AFAD_R_00042.wav	AFAD_R_00042	real	male	none	4.832823276519775	1	0.9998981952667236
12	AFAD_R_00043.wav	AFAD_R_00043	real	male	none	5.615884304046631	1	0.9999696016311646
27	AFAD_R_00044.wav	AFAD_R_00044	real	female	none	2.9717977046966553	1	0.9969136714935303
25	AFAD_R_00045.wav	AFAD_R_00045	real	male	none	6.00466251373291	1	0.9999860525131226
19	AFAD_R_00046.wav	AFAD_R_00046	real	female	none	3.6498219966888428	1	0.9992768168449402
5	AFAD_R_00047.wav	AFAD_R_00047	real	male	none	2.764573335647583	1	0.9968171715736389
21	AFAD_R_00048.wav	AFAD_R_00048	real	female	none	6.656085014343262	1	0.9999959468841553
17	AFAD_R_00049.wav	AFAD_R_00049	real	male	none	6.47525691986084	1	0.9999958276748657
8	AFAD_R_00050.wav	AFAD_R_00050	real	male	none	3.513035535812378	1	0.9988314509391785
9	AFAD_R_00051.wav	AFAD_R_00051	real	male	none	5.417303562164307	1	0.9999668598175049
6	AFAD_R_00052.wav	AFAD_R_00052	real	male	none	5.3519721031188965	1	0.9999576807022095
4	AFAD_R_00053.wav	AFAD_R_00053	real	male	none	3.572834014892578	1	0.9989668130874634
17	AFAD_R_00054.wav	AFAD_R_00054	real	male	none	3.768545150756836	1	0.9991897940635681
2	AFAD_R_00055.wav	AFAD_R_00055	real	female	none	6.247378826141357	1	0.9999918937683105
13	AFAD_R_00056.wav	AFAD_R_00056	real	male	none	5.963210582733154	1	0.9999873638153076
5	AFAD_R_00057.wav	AFAD_R_00057	real	male	none	5.172449588775635	1	0.9999572038650513
27	AFAD_R_00058.wav	AFAD_R_00058	real	female	none	3.954000473022461	1	0.9993000030517578
15	AFAD_R_00059.wav	AFAD_R_00059	real	female	none	7.016235828399658	1	0.9999983310699463
21	AFAD_R_00060.wav	AFAD_R_00060	real	female	none	5.728867530822754	1	0.9999772310256958
9	AFAD_R_00061.wav	AFAD_R_00061	real	male	none	5.314898490905762	1	0.9999686479568481
7	AFAD_R_00062.wav	AFAD_R_00062	real	female	none	3.159754991531372	1	0.9975137710571289
5	AFAD_R_00063.wav	AFAD_R_00063	real	male	none	4.9971795082092285	1	0.9999260902404785
25	AFAD_R_00064.wav	AFAD_R_00064	real	male	none	5.431390762329102	1	0.9999469518661499
26	AFAD_R_00065.wav	AFAD_R_00065	real	male	none	5.947944641113281	1	0.9999822378158569
27	AFAD_R_00066.wav	AFAD_R_00066	real	female	none	3.0746607780456543	1	0.9968390464782715
12	AFAD_R_00067.wav	AFAD_R_00067	real	male	none	6.353898525238037	1	0.9999929666519165
5	AFAD_R_00068.wav	AFAD_R_00068	real	male	none	4.4766435623168945	1	0.9997847676277161
15	AFAD_R_00069.wav	AFAD_R_00069	real	female	none	4.755414009094238	1	0.9998992681503296
25	AFAD_R_00070.wav	AFAD_R_00070	real	male	none	5.454052448272705	1	0.9999538660049438
18	AFAD_R_00071.wav	AFAD_R_00071	real	female	none	3.6097774505615234	1	0.9988489151000977
25	AFAD_R_00072.wav	AFAD_R_00072	real	male	none	4.582257270812988	1	0.9997430443763733
9	AFAD_R_00073.wav	AFAD_R_00073	real	male	none	5.389271259307861	1	0.9999707937240601
25	AFAD_R_00074.wav	AFAD_R_00074	real	male	none	5.399595737457275	1	0.9999569654464722
21	AFAD_R_00075.wav	AFAD_R_00075	real	female	none	7.587004661560059	1	0.9999991655349731
27	AFAD_R_00076.wav	AFAD_R_00076	real	female	none	4.822141647338867	1	0.9998977184295654
11	AFAD_R_00077.wav	AFAD_R_00077	real	female	none	4.420511722564697	1	0.9997028708457947
21	AFAD_R_00078.wav	AFAD_R_00078	real	female	none	5.544510364532471	1	0.9999580383300781
16	AFAD_R_00079.wav	AFAD_R_00079	real	female	none	6.725714683532715	1	0.9999972581863403
25	AFAD_R_00080.wav	AFAD_R_00080	real	male	none	6.465998649597168	1	0.9999954700469971
17	AFAD_R_00081.wav	AFAD_R_00081	real	male	none	6.5391058921813965	1	0.9999963045120239
14	AFAD_R_00082.wav	AFAD_R_00082	real	male	none	3.229020118713379	1	0.9985609650611877
23	AFAD_R_00083.wav	AFAD_R_00083	real	male	none	4.874878406524658	1	0.9998927116394043
17	AFAD_R_00084.wav	AFAD_R_00084	real	male	none	4.281979084014893	1	0.9997311234474182
3	AFAD_R_00085.wav	AFAD_R_00085	real	female	none	4.6158294677734375	1	0.9998366832733154
24	AFAD_R_00086.wav	AFAD_R_00086	real	male	none	3.740041494369507	1	0.9990718364715576
19	AFAD_R_00087.wav	AFAD_R_00087	real	female	none	6.277451992034912	1	0.999994158744812
4	AFAD_R_00088.wav	AFAD_R_00088	real	male	none	5.464757919311523	1	0.9999641180038452
25	AFAD_R_00089.wav	AFAD_R_00089	real	male	none	6.819286346435547	1	0.9999957084655762
3	AFAD_R_00090.wav	AFAD_R_00090	real	female	none	5.036697864532471	1	0.999891996383667
27	AFAD_R_00091.wav	AFAD_R_00091	real	female	none	3.364737033843994	1	0.9980351328849792
25	AFAD_R_00092.wav	AFAD_R_00092	real	male	none	5.798722267150879	1	0.999982476234436
21	AFAD_R_00093.wav	AFAD_R_00093	real	female	none	6.809811115264893	1	0.9999971389770508
27	AFAD_R_00094.wav	AFAD_R_00094	real	female	none	5.865179061889648	1	0.9999880790710449
3	AFAD_R_00095.wav	AFAD_R_00095	real	female	none	4.441679000854492	1	0.9998317956924438
25	AFAD_R_00096.wav	AFAD_R_00096	real	male	none	5.3614373207092285	1	0.9999386072158813
7	AFAD_R_00097.wav	AFAD_R_00097	real	female	none	5.887690544128418	1	0.9999809265136719
8	AFAD_R_00098.wav	AFAD_R_00098	real	male	none	4.830724716186523	1	0.9998652935028076
27	AFAD_R_00099.wav	AFAD_R_00099	real	female	none	3.6693692207336426	1	0.9992990493774414
27	AFAD_R_00100.wav	AFAD_R_00100	real	female	none	4.16617488861084	1	0.9996664524078369
26	AFAD_R_00101.wav	AFAD_R_00101	real	male	none	5.416851043701172	1	0.9999701976776123
22	AFAD_R_00102.wav	AFAD_R_00102	real	female	none	3.022056818008423	1	0.9977880716323853
12	AFAD_R_00103.wav	AFAD_R_00103	real	male	none	4.5804524421691895	1	0.9998045563697815
27	AFAD_R_00104.wav	AFAD_R_00104	real	female	none	4.676304340362549	1	0.9998375177383423
6	AFAD_R_00105.wav	AFAD_R_00105	real	male	none	4.322206020355225	1	0.9997422099113464
6	AFAD_R_00106.wav	AFAD_R_00106	real	male	none	5.688820838928223	1	0.9999750852584839
13	AFAD_R_00107.wav	AFAD_R_00107	real	male	none	5.365577697753906	1	0.9999743700027466
17	AFAD_R_00108.wav	AFAD_R_00108	real	male	none	5.514991283416748	1	0.999964714050293
8	AFAD_R_00109.wav	AFAD_R_00109	real	male	none	5.725038528442383	1	0.9999831914901733
15	AFAD_R_00110.wav	AFAD_R_00110	real	female	none	5.460278034210205	1	0.9999744892120361
27	AFAD_R_00111.wav	AFAD_R_00111	real	female	none	3.924412488937378	1	0.999455988407135
7	AFAD_R_00112.wav	AFAD_R_00112	real	female	none	6.337594985961914	1	0.9999922513961792
11	AFAD_R_00113.wav	AFAD_R_00113	real	female	none	5.100290775299072	1	0.9999305009841919
27	AFAD_R_00114.wav	AFAD_R_00114	real	female	none	4.209357261657715	1	0.999708354473114
15	AFAD_R_00115.wav	AFAD_R_00115	real	female	none	6.825005054473877	1	0.9999971389770508
24	AFAD_R_00116.wav	AFAD_R_00116	real	male	none	4.668859004974365	1	0.999862551689148
26	AFAD_R_00117.wav	AFAD_R_00117	real	male	none	4.375818729400635	1	0.9997281432151794
7	AFAD_R_00118.wav	AFAD_R_00118	real	female	none	6.2866902351379395	1	0.9999936819076538
25	AFAD_R_00119.wav	AFAD_R_00119	real	male	none	5.610213756561279	1	0.999968409538269
11	AFAD_R_00120.wav	AFAD_R_00120	real	female	none	7.032794952392578	1	0.9999977350234985
23	AFAD_R_00121.wav	AFAD_R_00121	real	male	none	2.6252126693725586	1	0.9925594329833984
1	AFAD_R_00122.wav	AFAD_R_00122	real	female	none	5.178781986236572	1	0.9999516010284424
22	AFAD_R_00123.wav	AFAD_R_00123	real	female	none	5.051339149475098	1	0.9999487400054932
1	AFAD_R_00124.wav	AFAD_R_00124	real	female	none	4.807494163513184	1	0.9999163150787354
9	AFAD_R_00125.wav	AFAD_R_00125	real	male	none	5.463627815246582	1	0.9999637603759766
25	AFAD_R_00126.wav	AFAD_R_00126	real	male	none	5.154246807098389	1	0.9999592304229736
25	AFAD_R_00127.wav	AFAD_R_00127	real	male	none	5.853022575378418	1	0.9999837875366211
21	AFAD_R_00128.wav	AFAD_R_00128	real	female	none	6.717654228210449	1	0.9999970197677612
27	AFAD_R_00129.wav	AFAD_R_00129	real	female	none	4.141256332397461	1	0.9997101426124573
22	AFAD_R_00130.wav	AFAD_R_00130	real	female	none	4.529635906219482	1	0.9998873472213745
6	AFAD_R_00131.wav	AFAD_R_00131	real	male	none	5.117389678955078	1	0.9999227523803711
3	AFAD_R_00132.wav	AFAD_R_00132	real	female	none	5.071373462677002	1	0.9999462366104126
24	AFAD_R_00133.wav	AFAD_R_00133	real	male	none	3.8590304851531982	1	0.9990500807762146
25	AFAD_R_00134.wav	AFAD_R_00134	real	male	none	6.597015380859375	1	0.9999951124191284
25	AFAD_R_00135.wav	AFAD_R_00135	real	male	none	5.328372478485107	1	0.9999359846115112
22	AFAD_R_00136.wav	AFAD_R_00136	real	female	none	3.5407676696777344	1	0.9992031455039978
23	AFAD_R_00137.wav	AFAD_R_00137	real	male	none	3.5572664737701416	1	0.9989662170410156
9	AFAD_R_00138.wav	AFAD_R_00138	real	male	none	3.8040683269500732	1	0.9995098114013672
25	AFAD_R_00139.wav	AFAD_R_00139	real	male	none	5.720500469207764	1	0.9999731779098511
2	AFAD_R_00140.wav	AFAD_R_00140	real	female	none	5.776362895965576	1	0.9999794960021973
27	AFAD_R_00141.wav	AFAD_R_00141	real	female	none	2.3036463260650635	1	0.9839369058609009
17	AFAD_R_00142.wav	AFAD_R_00142	real	male	none	4.529456615447998	1	0.9998237490653992
27	AFAD_R_00143.wav	AFAD_R_00143	real	female	none	7.0353240966796875	1	0.9999978542327881
23	AFAD_R_00144.wav	AFAD_R_00144	real	male	none	4.8801445960998535	1	0.9999058246612549
3	AFAD_R_00145.wav	AFAD_R_00145	real	female	none	4.213062763214111	1	0.9995207786560059
12	AFAD_R_00146.wav	AFAD_R_00146	real	male	none	5.313106536865234	1	0.9999552965164185
2	AFAD_R_00147.wav	AFAD_R_00147	real	female	none	6.008762359619141	1	0.9999861717224121
27	AFAD_R_00148.wav	AFAD_R_00148	real	female	none	2.7663283348083496	1	0.993556797504425
27	AFAD_R_00149.wav	AFAD_R_00149	real	female	none	3.713357448577881	1	0.9991257786750793
4	AFAD_R_00150.wav	AFAD_R_00150	real	male	none	5.125449180603027	1	0.9999306201934814
2	AFAD_R_00151.wav	AFAD_R_00151	real	female	none	5.089942455291748	1	0.9999345541000366
27	AFAD_R_00152.wav	AFAD_R_00152	real	female	none	3.607884645462036	1	0.9991169571876526
22	AFAD_R_00153.wav	AFAD_R_00153	real	female	none	4.862170219421387	1	0.9999023675918579
5	AFAD_R_00154.wav	AFAD_R_00154	real	male	none	5.037403106689453	1	0.9999473094940186
26	AFAD_R_00155.wav	AFAD_R_00155	real	male	none	4.709550857543945	1	0.9998431205749512
25	AFAD_R_00156.wav	AFAD_R_00156	real	male	none	5.938947677612305	1	0.9999798536300659
15	AFAD_R_00157.wav	AFAD_R_00157	real	female	none	4.597758769989014	1	0.9997672438621521
4	AFAD_R_00158.wav	AFAD_R_00158	real	male	none	4.654996871948242	1	0.9998262524604797
12	AFAD_R_00159.wav	AFAD_R_00159	real	male	none	5.642193794250488	1	0.9999784231185913
27	AFAD_R_00160.wav	AFAD_R_00160	real	female	none	0.2569255232810974	1	0.5466327667236328
11	AFAD_R_00161.wav	AFAD_R_00161	real	female	none	6.534804821014404	1	0.9999957084655762
13	AFAD_R_00162.wav	AFAD_R_00162	real	male	none	4.212770938873291	1	0.9996713399887085
26	AFAD_R_00163.wav	AFAD_R_00163	real	male	none	4.3620829582214355	1	0.9997346997261047
27	AFAD_R_00164.wav	AFAD_R_00164	real	female	none	3.6391921043395996	1	0.9989396929740906
26	AFAD_R_00165.wav	AFAD_R_00165	real	male	none	4.4404473304748535	1	0.9997469782829285
1	AFAD_R_00166.wav	AFAD_R_00166	real	female	none	4.7917799949646	1	0.999887228012085
17	AFAD_R_00167.wav	AFAD_R_00167	real	male	none	4.844620704650879	1	0.9999099969863892
9	AFAD_R_00168.wav	AFAD_R_00168	real	male	none	5.150330066680908	1	0.9999442100524902
2	AFAD_R_00169.wav	AFAD_R_00169	real	female	none	6.3397321701049805	1	0.999993085861206
